id,region,res1,res2,res3,res4,res5,res6
392,san_francisco,603,31,659,21,653,163
393,san_francisco,427,129,508,505,435,380
394,san_francisco,135,671,25,438,132,85
395,san_francisco,534,507,335,177,548,346
396,san_francisco,221,537,390,471,391,498
397,san_francisco,197,60,227,133,219,259
398,san_francisco,439,167,265,565,315,53
399,san_francisco,659,188,565,588,255,244
400,san_francisco,219,278,227,60,378,49
401,san_francisco,644,174,516,148,302,453
402,san_francisco,418,26,653,501,86,644
403,san_francisco,501,669,644,21,586,349
404,san_francisco,138,379,661,62,233,221
405,san_francisco,352,647,675,492,526,124
406,san_francisco,644,349,653,603,501,104
407,san_francisco,653,379,86,409,644,241
408,san_francisco,620,418,640,10,105,116
409,san_francisco,274,505,369,0,102,473
410,san_francisco,105,640,223,370,564,586
411,san_francisco,162,364,406,241,141,229
412,san_francisco,588,609,300,205,220,98
413,san_francisco,659,418,383,576,225,244
0,washington_dc,304,318,671,79,179,378
1,washington_dc,360,561,606,347,675,285
2,washington_dc,10,164,563,437,612,332
3,washington_dc,450,148,457,635,302,126
4,washington_dc,46,621,289,457,379,11
5,washington_dc,486,644,667,277,289,361
6,washington_dc,620,603,595,163,644,230
7,washington_dc,661,116,162,120,595,10
8,washington_dc,573,632,323,135,508,106
9,washington_dc,19,598,529,571,129,196
10,washington_dc,10,620,603,659,187,576
11,washington_dc,661,616,52,422,603,162
12,washington_dc,374,111,585,372,303,367
13,washington_dc,502,375,553,312,346,612
14,washington_dc,603,116,576,418,659,405
15,washington_dc,661,175,356,437,563,659
16,washington_dc,603,653,620,90,576,418
17,washington_dc,661,466,356,437,175,46
18,washington_dc,134,642,605,498,80,565
19,washington_dc,90,576,659,418,495,405
20,washington_dc,590,478,133,106,354,652
21,washington_dc,503,661,223,90,603,377
22,washington_dc,410,314,240,422,486,431
23,washington_dc,437,356,563,312,434,244
24,washington_dc,612,293,52,133,450,196
25,washington_dc,418,620,576,659,282,27
26,washington_dc,595,612,364,241,603,186
27,washington_dc,134,642,221,64,494,507
28,washington_dc,620,418,603,199,460,120
29,washington_dc,612,294,183,245,643,196
30,washington_dc,671,573,291,452,219,565
31,washington_dc,603,586,661,595,576,524
32,washington_dc,60,565,61,137,133,644
33,washington_dc,616,288,156,652,496,293
34,washington_dc,638,588,312,645,662,443
35,washington_dc,502,290,563,245,175,330
36,washington_dc,106,319,304,508,114,79
37,washington_dc,226,437,661,356,127,144
38,washington_dc,227,60,369,644,106,164
39,washington_dc,271,243,637,136,470,257
40,washington_dc,518,570,222,410,165,329
41,washington_dc,661,90,627,370,199,317
42,washington_dc,418,620,169,661,120,26
43,washington_dc,55,165,518,431,9,210
44,washington_dc,420,300,471,407,645,312
45,washington_dc,420,183,588,643,88,605
46,washington_dc,227,590,60,133,219,336
47,washington_dc,603,586,299,620,21,460
48,washington_dc,644,603,620,289,595,349
49,washington_dc,564,105,640,370,307,426
50,washington_dc,288,496,144,369,652,78
51,washington_dc,380,106,293,573,288,398
52,washington_dc,360,100,606,561,347,639
53,washington_dc,60,227,427,197,133,661
54,washington_dc,133,60,565,546,661,61
55,washington_dc,409,184,536,360,373,271
56,washington_dc,233,32,613,165,516,431
57,washington_dc,100,236,360,373,409,454
58,washington_dc,661,597,226,162,437,595
59,washington_dc,563,469,164,348,282,377
60,washington_dc,400,0,608,529,523,435
61,washington_dc,661,164,644,10,603,148
62,washington_dc,233,222,654,53,9,509
63,washington_dc,496,162,31,661,241,281
64,washington_dc,437,438,563,508,259,106
65,washington_dc,90,659,576,495,418,405
66,washington_dc,576,636,282,603,620,418
67,washington_dc,616,645,337,203,443,293
68,washington_dc,610,244,661,636,188,534
69,washington_dc,620,418,661,576,659,199
70,washington_dc,579,648,511,614,547,435
71,washington_dc,308,427,579,233,143,608
72,washington_dc,643,652,78,496,183,565
73,washington_dc,620,116,659,370,199,627
74,washington_dc,529,19,292,598,385,8
75,washington_dc,661,616,162,13,241,144
76,washington_dc,293,608,491,99,444,37
77,washington_dc,23,495,294,52,659,502
78,washington_dc,405,576,116,223,495,120
79,washington_dc,337,196,330,612,245,484
80,washington_dc,627,199,405,116,620,246
81,washington_dc,476,273,612,342,645,453
82,washington_dc,60,227,216,369,133,132
83,washington_dc,640,105,370,187,307,620
84,washington_dc,620,116,576,199,640,418
85,washington_dc,222,233,9,654,53,17
86,washington_dc,385,106,185,288,293,276
87,washington_dc,288,652,565,438,408,619
88,washington_dc,612,299,502,148,245,186
89,washington_dc,380,106,0,508,261,359
90,washington_dc,653,379,163,644,620,409
91,washington_dc,620,199,116,640,246,659
92,washington_dc,360,238,561,373,352,606
93,washington_dc,374,558,606,238,360,93
94,washington_dc,418,659,495,620,90,225
95,washington_dc,613,375,443,603,662,516
96,washington_dc,509,161,453,516,392,488
97,washington_dc,501,446,659,169,418,26
98,washington_dc,576,116,620,418,659,405
99,washington_dc,418,620,576,659,640,603
100,washington_dc,163,653,162,524,332,349
101,washington_dc,386,547,417,642,654,432
102,washington_dc,373,360,454,93,536,409
103,washington_dc,661,603,644,164,10,282
104,washington_dc,652,336,293,78,565,369
105,washington_dc,659,418,661,495,563,188
106,washington_dc,206,408,653,642,302,146
107,washington_dc,565,293,343,652,453,488
108,washington_dc,408,133,206,546,146,361
109,washington_dc,524,469,10,653,164,626
110,washington_dc,342,128,645,488,249,516
111,washington_dc,409,374,389,303,20,656
112,washington_dc,175,563,661,52,10,469
113,washington_dc,156,288,427,565,419,392
114,washington_dc,230,612,299,52,133,603
115,washington_dc,427,156,565,132,216,78
116,washington_dc,636,230,223,466,576,383
117,washington_dc,595,364,241,349,186,603
118,washington_dc,661,595,186,309,178,575
119,washington_dc,418,620,659,225,90,576
120,washington_dc,198,361,1,2,146,460
121,washington_dc,271,352,606,238,536,93
122,washington_dc,652,288,131,166,106,333
123,washington_dc,474,233,165,518,431,119
124,washington_dc,373,639,100,360,661,606
125,washington_dc,608,667,408,614,38,545
126,washington_dc,667,40,332,239,14,457
127,washington_dc,612,379,148,457,635,60
128,washington_dc,637,360,271,373,454,374
129,washington_dc,380,106,427,435,304,508
130,washington_dc,675,637,340,324,558,572
131,washington_dc,661,164,563,348,524,86
132,washington_dc,652,397,288,315,265,491
133,washington_dc,244,636,356,466,437,463
134,washington_dc,60,379,612,56,164,601
135,washington_dc,379,635,16,50,228,219
136,washington_dc,184,373,536,409,271,634
137,washington_dc,453,60,379,546,509,53
138,washington_dc,354,547,336,397,315,139
139,washington_dc,576,90,282,659,495,250
140,washington_dc,373,675,257,285,279,271
141,washington_dc,283,225,659,563,503,199
142,washington_dc,457,408,635,379,302,206
143,washington_dc,382,143,42,210,80,417
144,washington_dc,661,503,282,377,495,250
145,washington_dc,227,219,60,133,369,75
146,washington_dc,140,431,474,518,233,165
147,washington_dc,661,466,612,175,364,178
148,washington_dc,501,669,644,418,659,21
149,washington_dc,621,422,534,402,644,393
150,washington_dc,71,231,472,619,91,265
151,washington_dc,661,615,534,616,620,375
152,washington_dc,620,418,199,116,640,659
153,washington_dc,435,0,280,579,559,59
154,washington_dc,180,454,490,625,373,360
155,washington_dc,662,312,443,137,311,552
156,washington_dc,373,675,606,637,634,136
157,washington_dc,431,588,233,613,222,605
158,washington_dc,0,380,435,106,398,261
159,washington_dc,659,418,620,556,116,576
160,washington_dc,652,565,78,581,17,149
161,washington_dc,276,491,652,78,286,275
162,washington_dc,411,645,420,476,255,494
163,washington_dc,661,603,162,586,120,595
164,washington_dc,652,565,78,336,77,619
165,washington_dc,626,332,450,162,148,612
166,washington_dc,603,556,665,615,299,650
167,washington_dc,564,426,105,640,307,370
168,washington_dc,620,418,576,603,225,661
169,washington_dc,379,289,534,209,565,228
170,washington_dc,386,311,417,407,662,547
171,washington_dc,373,454,409,647,360,352
172,washington_dc,380,334,642,457,652,453
173,washington_dc,661,244,563,603,196,595
174,washington_dc,116,187,659,242,564,370
175,washington_dc,53,643,555,556,471,37
176,washington_dc,525,534,46,161,349,667
177,washington_dc,19,529,598,443,129,407
178,washington_dc,233,431,432,565,299,516
179,washington_dc,652,288,78,565,80,149
180,washington_dc,148,667,259,302,595,349
181,washington_dc,409,561,184,536,360,373
182,washington_dc,64,509,546,516,488,349
183,washington_dc,187,620,640,10,246,370
184,washington_dc,431,491,474,16,284,233
185,washington_dc,55,547,143,471,642,382
186,washington_dc,44,133,652,78,496,396
187,washington_dc,360,454,373,561,100,324
188,washington_dc,219,671,452,132,75,227
189,washington_dc,140,101,431,338,382,284
190,washington_dc,453,60,457,565,653,409
191,washington_dc,241,418,661,356,163,620
192,washington_dc,198,460,635,148,259,586
193,washington_dc,238,675,492,634,600,561
194,washington_dc,408,441,206,534,163,619
195,washington_dc,332,644,148,595,163,161
196,washington_dc,652,369,293,343,78,565
197,washington_dc,380,482,573,562,95,354
198,washington_dc,565,450,534,121,661,653
199,washington_dc,109,512,671,227,60,438
200,washington_dc,148,612,450,457,302,239
201,washington_dc,509,255,502,516,626,137
202,washington_dc,516,613,342,434,52,662
203,washington_dc,142,127,294,290,661,437
204,washington_dc,659,563,90,225,661,348
205,washington_dc,198,486,13,17,16,379
206,washington_dc,620,640,199,187,116,659
207,washington_dc,565,60,133,553,608,148
208,washington_dc,508,19,598,645,491,235
209,washington_dc,352,360,647,93,184,238
210,washington_dc,293,183,106,67,508,380
211,washington_dc,612,293,453,196,642,645
212,washington_dc,661,144,437,375,226,229
213,washington_dc,661,495,199,466,563,603
214,washington_dc,409,373,360,606,639,564
215,washington_dc,638,443,312,662,588,330
216,washington_dc,620,418,90,576,116,659
217,washington_dc,595,178,164,612,162,10
218,washington_dc,389,374,675,236,93,634
219,washington_dc,643,150,596,407,183,231
220,washington_dc,219,565,652,438,60,573
221,washington_dc,645,453,612,476,227,420
222,washington_dc,635,612,198,379,56,148
223,washington_dc,438,219,323,671,452,378
224,washington_dc,114,508,44,521,106,616
225,washington_dc,4,534,427,149,369,516
226,washington_dc,659,620,418,90,576,556
227,washington_dc,418,640,620,105,199,116
228,washington_dc,318,179,166,114,133,380
229,washington_dc,64,509,546,516,488,349
230,washington_dc,133,546,227,516,565,369
231,washington_dc,653,163,379,409,644,206
232,washington_dc,621,302,148,379,56,422
233,washington_dc,187,199,627,116,172,603
234,washington_dc,644,576,603,659,90,495
235,washington_dc,603,565,595,615,244,364
236,washington_dc,466,21,299,612,460,121
237,washington_dc,11,525,103,302,667,121
238,washington_dc,645,443,348,661,188,437
239,washington_dc,323,438,569,421,546,54
240,washington_dc,326,432,222,286,338,533
241,washington_dc,465,661,556,551,31,142
242,washington_dc,661,620,299,438,353,466
243,washington_dc,659,576,466,603,244,225
244,washington_dc,166,106,333,369,652,427
245,washington_dc,225,260,659,357,199,168
246,washington_dc,491,382,42,284,210,286
247,washington_dc,379,289,371,644,402,62
248,washington_dc,469,576,602,282,418,551
249,washington_dc,576,90,405,187,418,603
250,washington_dc,418,116,659,620,576,27
251,washington_dc,299,612,353,230,164,503
252,washington_dc,612,60,227,293,453,164
253,washington_dc,534,589,565,288,193,70
254,washington_dc,595,10,437,620,175,524
255,washington_dc,661,356,565,46,437,616
256,washington_dc,597,406,309,178,612,575
257,washington_dc,534,422,408,441,206,619
258,washington_dc,565,198,665,460,133,644
259,washington_dc,288,616,496,131,652,369
260,washington_dc,409,454,625,389,374,373
261,washington_dc,106,380,166,508,0,261
262,washington_dc,409,373,454,271,60,536
263,washington_dc,598,333,496,645,491,288
264,washington_dc,546,241,411,441,565,312
265,washington_dc,417,386,547,605,471,440
266,washington_dc,219,227,75,133,60,378
267,washington_dc,163,501,26,653,619,441
268,washington_dc,620,199,418,225,576,218
269,washington_dc,595,364,241,524,162,186
270,washington_dc,443,159,645,312,476,638
271,washington_dc,620,116,418,10,644,636
272,washington_dc,294,661,563,534,196,149
273,washington_dc,133,293,652,75,318,192
274,washington_dc,360,180,409,238,373,490
275,washington_dc,534,661,554,422,369,128
276,washington_dc,244,429,188,659,636,610
277,washington_dc,620,418,116,576,659,223
278,washington_dc,361,661,198,133,565,146
279,washington_dc,227,60,308,133,61,64
280,washington_dc,608,91,232,215,41,667
281,washington_dc,106,67,573,380,508,114
282,washington_dc,32,588,205,420,300,98
283,washington_dc,661,364,595,612,457,302
284,washington_dc,644,2,565,460,667,332
285,washington_dc,635,408,379,441,86,52
286,washington_dc,74,675,268,600,100,549
287,washington_dc,50,293,667,644,392,16
288,washington_dc,172,230,556,116,644,90
289,washington_dc,150,596,287,231,183,314
290,washington_dc,496,671,661,147,407,444
291,washington_dc,304,508,79,106,573,207
292,washington_dc,438,288,652,156,78,369
293,washington_dc,494,453,343,284,621,369
294,washington_dc,196,330,571,337,660,186
295,washington_dc,643,255,210,53,222,642
296,washington_dc,307,360,370,418,454,199
297,washington_dc,409,184,536,606,360,93
298,washington_dc,675,585,634,136,629,628
299,washington_dc,645,612,538,502,345,346
300,washington_dc,76,361,299,186,643,615
301,washington_dc,643,55,101,338,570,588
302,washington_dc,293,613,431,17,652,516
303,washington_dc,496,336,652,616,615,293
304,washington_dc,369,427,197,452,534,661
305,washington_dc,534,608,288,667,41,149
306,washington_dc,222,565,386,547,417,311
307,washington_dc,57,565,615,1,244,534
308,washington_dc,288,652,397,78,77,343
309,washington_dc,286,122,652,293,315,288
310,washington_dc,223,244,620,466,225,437
311,washington_dc,288,605,642,134,652,342
312,washington_dc,661,603,620,437,164,10
313,washington_dc,635,371,379,612,644,608
314,washington_dc,534,652,298,422,146,24
315,washington_dc,667,534,262,232,163,419
316,washington_dc,380,106,398,334,117,562
317,washington_dc,638,662,66,476,255,645
318,washington_dc,544,188,37,147,420,98
319,washington_dc,106,13,379,293,650,163
320,washington_dc,288,652,565,427,661,671
321,washington_dc,52,516,16,312,434,443
322,washington_dc,374,154,124,389,373,600
323,washington_dc,620,418,576,636,659,556
324,washington_dc,659,90,576,495,603,10
325,washington_dc,643,642,133,134,17,546
326,washington_dc,466,120,188,661,437,244
327,washington_dc,293,635,379,408,441,206
328,washington_dc,612,502,635,302,299,148
329,washington_dc,116,90,576,659,620,405
330,washington_dc,117,247,562,427,129,493
331,washington_dc,595,186,364,163,524,148
332,washington_dc,534,149,87,548,41,40
333,washington_dc,642,134,498,573,380,221
334,washington_dc,418,10,495,223,659,603
335,washington_dc,60,546,227,379,133,206
336,washington_dc,636,164,576,90,644,282
337,washington_dc,635,546,671,227,60,661
338,washington_dc,19,114,616,375,359,556
339,washington_dc,374,389,271,470,634,637
340,washington_dc,652,288,565,133,78,334
341,washington_dc,16,293,50,106,249,13
342,washington_dc,294,330,196,337,544,502
343,washington_dc,659,418,405,620,495,90
344,washington_dc,565,133,293,343,652,227
345,washington_dc,379,546,667,163,653,332
346,washington_dc,371,379,652,534,635,486
347,washington_dc,603,644,586,576,148,620
348,washington_dc,380,334,247,445,166,207
349,washington_dc,524,86,502,31,626,603
350,washington_dc,494,516,301,613,589,488
351,washington_dc,323,133,219,578,60,452
352,washington_dc,644,661,289,611,244,612
353,washington_dc,486,299,91,650,652,603
354,washington_dc,438,288,652,671,293,369
355,washington_dc,241,437,356,175,144,661
356,washington_dc,379,565,130,281,164,644
357,washington_dc,579,427,210,391,417,547
358,washington_dc,661,356,437,127,620,428
359,washington_dc,184,328,409,490,324,253
360,washington_dc,640,105,307,27,370,426
361,washington_dc,75,452,133,671,573,438
362,washington_dc,418,659,501,563,187,620
363,washington_dc,379,621,289,369,661,486
364,washington_dc,661,437,175,348,241,244
365,washington_dc,283,661,620,503,223,576
366,washington_dc,139,288,397,478,336,652
367,washington_dc,148,379,450,661,595,163
368,washington_dc,50,419,392,453,77,16
369,washington_dc,652,336,288,149,565,534
370,washington_dc,223,370,659,576,164,644
371,washington_dc,86,441,196,619,241,408
372,washington_dc,671,438,288,652,496,430
373,washington_dc,567,427,237,0,579,483
374,washington_dc,299,230,612,353,289,611
375,washington_dc,149,288,534,612,652,496
376,washington_dc,534,457,262,635,302,422
377,washington_dc,379,163,343,121,408,635
378,washington_dc,409,373,236,454,492,238
379,washington_dc,200,508,135,60,579,106
380,washington_dc,408,206,608,635,305,450
381,washington_dc,565,133,227,293,60,343
382,washington_dc,60,453,494,589,227,516
383,washington_dc,334,134,642,133,573,221
384,washington_dc,454,238,606,352,100,360
385,washington_dc,495,223,90,659,576,603
386,washington_dc,661,612,379,437,226,162
387,washington_dc,640,606,100,360,561,105
388,washington_dc,106,427,508,647,614,122
389,washington_dc,588,638,88,37,98,609
390,washington_dc,638,443,312,662,588,330
